GreenEnergy,2025-03-26T17:17:20.589383100,12
HealthPlus,2025-03-26T17:17:20.589968200,225
TechCorp,2025-03-26T17:17:25.590279100,61
GreenEnergy,2025-03-26T17:17:25.591279200,14
HealthPlus,2025-03-26T17:17:25.591279200,222
TechCorp,2025-03-26T17:17:30.591257500,67
GreenEnergy,2025-03-26T17:17:30.591257500,16
HealthPlus,2025-03-26T17:17:30.592258500,229
TechCorp,2025-03-26T17:17:35.591358200,74
GreenEnergy,2025-03-26T17:17:35.592358500,14
HealthPlus,2025-03-26T17:17:35.592358500,224
TechCorp,2025-03-26T17:17:40.591462200,70
GreenEnergy,2025-03-26T17:17:40.591996,21
HealthPlus,2025-03-26T17:17:40.592530400,230
TechCorp,2025-03-26T17:17:45.591167,66
GreenEnergy,2025-03-26T17:17:45.592166300,30
HealthPlus,2025-03-26T17:17:45.592166300,237
TechCorp,2025-03-26T17:17:50.591710700,62
GreenEnergy,2025-03-26T17:17:50.591710700,23
HealthPlus,2025-03-26T17:17:50.592710600,241
TechCorp,2025-03-26T17:17:55.591729,70
GreenEnergy,2025-03-26T17:17:55.592741700,16
HealthPlus,2025-03-26T17:17:55.593736600,249
TechCorp,2025-03-26T17:18:00.592706800,63
GreenEnergy,2025-03-26T17:18:00.592706800,25
HealthPlus,2025-03-26T17:18:00.593708200,253
TechCorp,2025-03-27T11:33:21.511208300,100
GreenEnergy,2025-03-27T11:33:21.534054,80
HealthPlus,2025-03-27T11:33:21.536053700,120
TechCorp,2025-03-27T11:33:21.545051700,102
GreenEnergy,2025-03-27T11:33:21.546050600,72
HealthPlus,2025-03-27T11:33:21.547053,125
TechCorp,2025-03-27T11:33:26.545608900,101
GreenEnergy,2025-03-27T11:33:26.546611400,77
HealthPlus,2025-03-27T11:33:26.546611400,134
TechCorp,2025-03-27T11:33:31.545753100,98
GreenEnergy,2025-03-27T11:33:31.546955400,76
HealthPlus,2025-03-27T11:33:31.547503300,144
TechCorp,2025-03-27T11:33:36.546280100,96
GreenEnergy,2025-03-27T11:33:36.547284300,83
HealthPlus,2025-03-27T11:33:36.547284300,153
TechCorp,2025-03-27T11:33:41.546941600,104
GreenEnergy,2025-03-27T11:33:41.546941600,82
HealthPlus,2025-03-27T11:33:41.547941500,148
TechCorp,2025-03-27T11:33:46.547711300,101
GreenEnergy,2025-03-27T11:33:46.548719600,81
HealthPlus,2025-03-27T11:33:46.549499300,154
TechCorp,2025-03-27T11:33:51.547539800,99
GreenEnergy,2025-03-27T11:33:51.547539800,90
HealthPlus,2025-03-27T11:33:51.548540500,146
TechCorp,2025-03-27T11:33:56.548377600,95
GreenEnergy,2025-03-27T11:33:56.548377600,82
HealthPlus,2025-03-27T11:33:56.549377100,145
TechCorp,2025-03-27T11:34:01.548438800,88
GreenEnergy,2025-03-27T11:34:01.548975500,89
HealthPlus,2025-03-27T11:34:01.549502800,139
TechCorp,2025-03-27T11:34:06.548853,97
GreenEnergy,2025-03-27T11:34:06.548853,86
HealthPlus,2025-03-27T11:34:06.549869800,134
TechCorp,2025-03-27T11:34:11.548936700,90
GreenEnergy,2025-03-27T11:34:11.549460400,92
HealthPlus,2025-03-27T11:34:11.549987,136
TechCorp,2025-03-27T11:34:16.549469400,87
GreenEnergy,2025-03-27T11:34:16.549469400,97
HealthPlus,2025-03-27T11:34:16.550488,141
TechCorp,2025-03-27T11:34:21.550177,97
GreenEnergy,2025-03-27T11:34:21.550177,97
HealthPlus,2025-03-27T11:34:21.551177100,141
TechCorp,2025-03-27T11:34:26.550395200,100
GreenEnergy,2025-03-27T11:34:26.551395600,99
HealthPlus,2025-03-27T11:34:26.551395600,150
TechCorp,2025-03-27T11:34:31.550852800,93
GreenEnergy,2025-03-27T11:34:31.551379600,98
HealthPlus,2025-03-27T11:34:31.551906100,160
TechCorp,2025-03-27T11:34:36.551931100,84
GreenEnergy,2025-03-27T11:34:36.551931100,89
HealthPlus,2025-03-27T11:34:36.552936700,154
TechCorp,2025-03-27T11:34:41.552036400,93
GreenEnergy,2025-03-27T11:34:41.552036400,96
HealthPlus,2025-03-27T11:34:41.553036500,164
TechCorp,2025-03-27T13:09:28.442283900,93
GreenEnergy,2025-03-27T13:09:28.459287300,96
HealthPlus,2025-03-27T13:09:28.460283200,164
TechCorp,2025-03-27T13:09:28.466283700,97
GreenEnergy,2025-03-27T13:09:28.467290800,92
HealthPlus,2025-03-27T13:09:28.467290800,165
TechCorp,2025-03-27T13:09:33.467255600,88
GreenEnergy,2025-03-27T13:09:33.468258,89
HealthPlus,2025-03-27T13:09:33.468258,168
TechCorp,2025-03-27T13:09:38.467652500,84
GreenEnergy,2025-03-27T13:09:38.467652500,95
HealthPlus,2025-03-27T13:09:38.468655200,174
TechCorp,2025-03-27T13:09:43.467600600,87
GreenEnergy,2025-03-27T13:09:43.468601800,101
HealthPlus,2025-03-27T13:09:43.468601800,167
TechCorp,2025-03-27T13:09:48.468450600,82
GreenEnergy,2025-03-27T13:09:48.468450600,99
HealthPlus,2025-03-27T13:09:48.469451600,157
TechCorp,2025-03-27T13:09:53.468685200,92
GreenEnergy,2025-03-27T13:09:53.469207100,107
HealthPlus,2025-03-27T13:09:53.469733400,164
TechCorp,2025-03-27T13:09:58.468870400,97
GreenEnergy,2025-03-27T13:09:58.468870400,117
HealthPlus,2025-03-27T13:09:58.469870500,155
TechCorp,2025-03-27T13:10:03.469573900,93
GreenEnergy,2025-03-27T13:10:03.469573900,119
HealthPlus,2025-03-27T13:10:03.470634600,157
TechCorp,2025-03-27T13:10:08.470204700,97
GreenEnergy,2025-03-27T13:10:08.470204700,113
HealthPlus,2025-03-27T13:10:08.471204700,161
TechCorp,2025-03-27T13:10:13.470306,100
GreenEnergy,2025-03-27T13:10:13.470306,109
HealthPlus,2025-03-27T13:10:13.471307600,161
TechCorp,2025-03-27T13:10:18.470955200,91
GreenEnergy,2025-03-27T13:10:18.470955200,102
HealthPlus,2025-03-27T13:10:18.471953800,165
HealthPlus,2025-03-27T13:10:18.696955600,165
TechCorp,2025-03-27T13:10:23.471585500,82
GreenEnergy,2025-03-27T13:10:23.472588600,92
HealthPlus,2025-03-27T13:10:23.472588600,173
TechCorp,2025-03-27T13:10:28.471886600,80
GreenEnergy,2025-03-27T13:10:28.471886600,96
HealthPlus,2025-03-27T13:10:28.472887100,183
TechCorp,2025-03-27T13:10:33.472077100,70
GreenEnergy,2025-03-27T13:10:33.473077700,94
HealthPlus,2025-03-27T13:10:33.473077700,188
TechCorp,2025-03-27T13:10:38.472304800,63
GreenEnergy,2025-03-27T13:10:38.472833100,90
HealthPlus,2025-03-27T13:10:38.473362900,195
TechCorp,2025-03-27T13:10:43.472573700,63
GreenEnergy,2025-03-27T13:10:43.472573700,96
HealthPlus,2025-03-27T13:10:43.473585400,205
TechCorp,2025-03-27T13:10:48.472599400,56
GreenEnergy,2025-03-27T13:10:48.472862400,105
HealthPlus,2025-03-27T13:10:48.473478900,211
TechCorp,2025-03-27T13:10:53.473065200,56
GreenEnergy,2025-03-27T13:10:53.473065200,105
HealthPlus,2025-03-27T13:10:53.474065900,204
TechCorp,2025-03-27T13:10:58.473541700,47
GreenEnergy,2025-03-27T13:10:58.474069400,108
HealthPlus,2025-03-27T13:10:58.474600500,214
TechCorp,2025-03-27T13:11:03.473672900,42
GreenEnergy,2025-03-27T13:11:03.474671400,104
HealthPlus,2025-03-27T13:11:03.475671500,212
TechCorp,2025-03-27T13:11:08.473853300,34
GreenEnergy,2025-03-27T13:11:08.473853300,109
HealthPlus,2025-03-27T13:11:08.474852300,213
TechCorp,2025-03-27T13:11:13.474243400,40
GreenEnergy,2025-03-27T13:11:13.474243400,119
HealthPlus,2025-03-27T13:11:13.475248500,215
TechCorp,2025-03-27T13:11:18.474365800,31
GreenEnergy,2025-03-27T13:11:18.474892300,118
HealthPlus,2025-03-27T13:11:18.475434600,218
TechCorp,2025-03-27T13:11:23.475257800,35
GreenEnergy,2025-03-27T13:11:23.475257800,128
HealthPlus,2025-03-27T13:11:23.476261300,216
TechCorp,2025-03-27T13:11:28.475724400,44
GreenEnergy,2025-03-27T13:11:28.475724400,121
HealthPlus,2025-03-27T13:11:28.476724500,214
TechCorp,2025-03-27T13:11:33.476127500,38
GreenEnergy,2025-03-27T13:11:33.476127500,128
HealthPlus,2025-03-27T13:11:33.477127800,220
TechCorp,2025-03-27T13:11:38.476606900,42
GreenEnergy,2025-03-27T13:11:38.477136300,135
HealthPlus,2025-03-27T13:11:38.477664600,222
TechCorp,2025-03-27T13:11:43.477091900,35
GreenEnergy,2025-03-27T13:11:43.477091900,133
HealthPlus,2025-03-27T13:11:43.478095300,231
TechCorp,2025-03-27T13:11:48.477580900,36
GreenEnergy,2025-03-27T13:11:48.477580900,135
HealthPlus,2025-03-27T13:11:48.478581700,228
TechCorp,2025-03-27T13:11:53.478286900,35
GreenEnergy,2025-03-27T13:11:53.478286900,141
HealthPlus,2025-03-27T13:11:53.479286700,233
TechCorp,2025-03-27T13:11:58.478293300,29
GreenEnergy,2025-03-27T13:11:58.479299400,147
HealthPlus,2025-03-27T13:11:58.479299400,230
TechCorp,2025-03-27T13:12:03.478996300,29
GreenEnergy,2025-03-27T13:12:03.478996300,145
HealthPlus,2025-03-27T13:12:03.480002100,229
TechCorp,2025-03-27T13:12:27.577648700,29
GreenEnergy,2025-03-27T13:12:27.591651,145
HealthPlus,2025-03-27T13:12:27.592649200,229
TechCorp,2025-03-27T13:12:27.596648700,33
GreenEnergy,2025-03-27T13:12:27.597648700,140
HealthPlus,2025-03-27T13:12:27.597648700,228
TechCorp,2025-03-27T13:12:32.596958700,42
GreenEnergy,2025-03-27T13:12:32.596958700,145
HealthPlus,2025-03-27T13:12:32.597959,224
TechCorp,2025-03-27T13:12:37.597063700,33
GreenEnergy,2025-03-27T13:12:37.597063700,142
HealthPlus,2025-03-27T13:12:37.598075800,231
TechCorp,2025-03-27T13:12:42.597696900,38
GreenEnergy,2025-03-27T13:12:42.597696900,132
HealthPlus,2025-03-27T13:12:42.598691700,239
TechCorp,2025-03-27T13:12:47.598281800,41
GreenEnergy,2025-03-27T13:12:47.598281800,122
HealthPlus,2025-03-27T13:12:47.599282300,234
TechCorp,2025-03-27T13:12:52.598404100,36
GreenEnergy,2025-03-27T13:12:52.598404100,120
HealthPlus,2025-03-27T13:12:52.599404300,238
TechCorp,2025-03-27T13:12:57.598733100,33
GreenEnergy,2025-03-27T13:12:57.599733300,121
HealthPlus,2025-03-27T13:12:57.599733300,239
TechCorp,2025-03-27T13:13:02.345827,33
GreenEnergy,2025-03-27T13:13:02.368571400,121
HealthPlus,2025-03-27T13:13:02.369663100,239
TechCorp,2025-03-27T13:13:02.378202800,37
GreenEnergy,2025-03-27T13:13:02.379318900,115
HealthPlus,2025-03-27T13:13:02.380434600,243
TechCorp,2025-03-27T13:13:07.379366500,39
GreenEnergy,2025-03-27T13:13:07.380368700,113
HealthPlus,2025-03-27T13:13:07.380368700,242
TechCorp,2025-03-27T13:13:12.380171300,48
GreenEnergy,2025-03-27T13:13:12.380171300,109
HealthPlus,2025-03-27T13:13:12.381176300,238
TechCorp,2025-03-27T13:13:17.381170700,41
GreenEnergy,2025-03-27T13:13:17.382179700,116
HealthPlus,2025-03-27T13:13:17.382179700,246
TechCorp,2025-03-27T13:13:22.381222,40
GreenEnergy,2025-03-27T13:13:22.381749200,114
HealthPlus,2025-03-27T13:13:22.382268900,241
TechCorp,2025-03-27T13:13:27.381833700,43
GreenEnergy,2025-03-27T13:13:27.382841200,109
HealthPlus,2025-03-27T13:13:27.382841200,244
TechCorp,2025-03-27T13:13:32.382714400,42
GreenEnergy,2025-03-27T13:13:32.383714500,99
HealthPlus,2025-03-27T13:13:32.383714500,239
TechCorp,2025-03-27T13:13:37.382896100,43
GreenEnergy,2025-03-27T13:13:37.382896100,99
HealthPlus,2025-03-27T13:13:37.383896800,229
TechCorp,2025-03-27T13:13:42.383230900,50
GreenEnergy,2025-03-27T13:13:42.384230300,91
HealthPlus,2025-03-27T13:13:42.384230300,220
TechCorp,2025-03-27T13:13:47.383900700,56
GreenEnergy,2025-03-27T13:13:47.383900700,81
HealthPlus,2025-03-27T13:13:47.384900200,222
TechCorp,2025-03-27T13:13:52.384821800,57
GreenEnergy,2025-03-27T13:13:52.384821800,72
HealthPlus,2025-03-27T13:13:52.385823800,215
TechCorp,2025-03-27T13:13:57.385265900,63
GreenEnergy,2025-03-27T13:13:57.385265900,71
HealthPlus,2025-03-27T13:13:57.386262700,219
TechCorp,2025-03-27T13:14:02.386216900,72
GreenEnergy,2025-03-27T13:14:02.386216900,63
HealthPlus,2025-03-27T13:14:02.387216900,228
TechCorp,2025-03-27T13:14:07.386771900,78
GreenEnergy,2025-03-27T13:14:07.386771900,68
HealthPlus,2025-03-27T13:14:07.387771,226
TechCorp,2025-03-27T13:14:12.386847100,87
GreenEnergy,2025-03-27T13:14:12.386847100,64
HealthPlus,2025-03-27T13:14:12.387788700,217
TechCorp,2025-03-27T13:14:17.387473400,87
GreenEnergy,2025-03-27T13:14:17.387473400,63
HealthPlus,2025-03-27T13:14:17.388473500,207
TechCorp,2025-03-27T13:14:22.387477800,95
GreenEnergy,2025-03-27T13:14:22.388485800,63
HealthPlus,2025-03-27T13:14:22.388485800,197
TechCorp,2025-03-27T13:14:27.387775100,87
GreenEnergy,2025-03-27T13:14:27.387775100,71
HealthPlus,2025-03-27T13:14:27.388774100,202
TechCorp,2025-03-27T13:14:32.388360,94
GreenEnergy,2025-03-27T13:14:32.389360400,67
HealthPlus,2025-03-27T13:14:32.389360400,203
TechCorp,2025-03-27T13:14:37.388582100,85
GreenEnergy,2025-03-27T13:14:37.388582100,74
HealthPlus,2025-03-27T13:14:37.389583600,212
TechCorp,2025-03-27T13:14:42.388813200,81
GreenEnergy,2025-03-27T13:14:42.389337200,83
HealthPlus,2025-03-27T13:14:42.389866500,221
TechCorp,2025-03-27T13:14:47.388939600,77
GreenEnergy,2025-03-27T13:14:47.388939600,76
HealthPlus,2025-03-27T13:14:47.389935300,220
TechCorp,2025-03-27T13:14:52.389984100,72
GreenEnergy,2025-03-27T13:14:52.390553500,67
HealthPlus,2025-03-27T13:14:52.391170500,225
TechCorp,2025-03-27T13:14:57.390283900,65
GreenEnergy,2025-03-27T13:14:57.390283900,59
HealthPlus,2025-03-27T13:14:57.391284200,224
TechCorp,2025-03-27T13:15:02.390429,75
GreenEnergy,2025-03-27T13:15:02.391437,56
HealthPlus,2025-03-27T13:15:02.391437,229
TechCorp,2025-03-27T13:15:07.390977800,77
GreenEnergy,2025-03-27T13:15:07.391503,56
HealthPlus,2025-03-27T13:15:07.392033400,221
TechCorp,2025-03-27T13:15:12.390674800,73
GreenEnergy,2025-03-27T13:15:12.390674800,59
HealthPlus,2025-03-27T13:15:12.391672300,226
TechCorp,2025-03-27T13:15:17.390888500,81
GreenEnergy,2025-03-27T13:15:17.390888500,53
HealthPlus,2025-03-27T13:15:17.391889,216
TechCorp,2025-03-27T13:15:22.391156900,82
GreenEnergy,2025-03-27T13:15:22.391156900,44
HealthPlus,2025-03-27T13:15:22.392157600,210
TechCorp,2025-03-27T13:15:27.391369100,85
GreenEnergy,2025-03-27T13:15:27.391917700,36
HealthPlus,2025-03-27T13:15:27.392553200,201
TechCorp,2025-03-27T13:15:32.391869100,89
GreenEnergy,2025-03-27T13:15:32.392869200,38
HealthPlus,2025-03-27T13:15:32.392869200,197
TechCorp,2025-03-27T13:15:37.392033400,83
GreenEnergy,2025-03-27T13:15:37.392549100,32
HealthPlus,2025-03-27T13:15:37.393066300,188
TechCorp,2025-03-27T13:15:42.392470400,81
GreenEnergy,2025-03-27T13:15:42.392470400,35
HealthPlus,2025-03-27T13:15:42.393467800,188
TechCorp,2025-03-27T13:15:47.393175400,81
GreenEnergy,2025-03-27T13:15:47.394172600,42
HealthPlus,2025-03-27T13:15:47.394172600,186
TechCorp,2025-03-27T13:15:52.393586800,87
GreenEnergy,2025-03-27T13:15:52.394119900,38
HealthPlus,2025-03-27T13:15:52.394648900,182
TechCorp,2025-03-27T13:15:57.393716400,92
GreenEnergy,2025-03-27T13:15:57.394726300,48
HealthPlus,2025-03-27T13:15:57.394726300,172
TechCorp,2025-03-27T13:16:02.394633200,88
GreenEnergy,2025-03-27T13:16:02.394633200,43
HealthPlus,2025-03-27T13:16:02.395634500,180
TechCorp,2025-03-27T13:16:07.394674600,93
GreenEnergy,2025-03-27T13:16:07.394674600,38
HealthPlus,2025-03-27T13:16:07.395675100,173
TechCorp,2025-03-27T13:16:12.394749200,93
GreenEnergy,2025-03-27T13:16:12.394749200,29
HealthPlus,2025-03-27T13:16:12.395748200,169
TechCorp,2025-03-27T13:16:17.395395600,97
GreenEnergy,2025-03-27T13:16:17.396395,25
HealthPlus,2025-03-27T13:16:17.396395,172
TechCorp,2025-03-27T13:16:22.396380100,107
GreenEnergy,2025-03-27T13:16:22.396380100,33
HealthPlus,2025-03-27T13:16:22.397456400,173
TechCorp,2025-03-27T13:16:27.397845100,117
GreenEnergy,2025-03-27T13:16:27.398363500,23
HealthPlus,2025-03-27T13:16:27.398885100,171
TechCorp,2025-03-27T13:16:32.397948900,113
GreenEnergy,2025-03-27T13:16:32.397948900,17
HealthPlus,2025-03-27T13:16:32.398948600,163
TechCorp,2025-03-27T13:16:37.398447800,115
GreenEnergy,2025-03-27T13:16:37.399444800,21
HealthPlus,2025-03-27T13:16:37.399444800,170
TechCorp,2025-03-27T13:16:42.398720300,120
GreenEnergy,2025-03-27T13:16:42.398720300,20
HealthPlus,2025-03-27T13:16:42.399652200,160
TechCorp,2025-03-27T13:16:47.399082100,114
GreenEnergy,2025-03-27T13:16:47.400083900,21
HealthPlus,2025-03-27T13:16:47.400083900,150
TechCorp,2025-03-27T13:16:52.399374,116
GreenEnergy,2025-03-27T13:16:52.399908900,14
HealthPlus,2025-03-27T13:16:52.400432600,141
TechCorp,2025-03-27T13:16:57.399875700,109
GreenEnergy,2025-03-27T13:16:57.399875700,24
HealthPlus,2025-03-27T13:16:57.400881900,151
TechCorp,2025-03-27T13:17:02.400164,113
GreenEnergy,2025-03-27T13:17:02.400164,29
HealthPlus,2025-03-27T13:17:02.401164,153
TechCorp,2025-03-27T13:17:07.400902900,110
GreenEnergy,2025-03-27T13:17:07.401901800,38
HealthPlus,2025-03-27T13:17:07.401901800,159
TechCorp,2025-03-27T13:17:12.401706900,114
GreenEnergy,2025-03-27T13:17:12.401706900,44
HealthPlus,2025-03-27T13:17:12.401706900,151
TechCorp,2025-03-27T13:17:17.402466300,119
GreenEnergy,2025-03-27T13:17:17.403474900,42
HealthPlus,2025-03-27T13:17:17.403474900,158
TechCorp,2025-03-27T13:17:22.402744,123
GreenEnergy,2025-03-27T13:17:22.402744,41
HealthPlus,2025-03-27T13:17:22.403741900,153
TechCorp,2025-03-27T13:17:27.403344,124
GreenEnergy,2025-03-27T13:17:27.403344,43
HealthPlus,2025-03-27T13:17:27.404347600,153
TechCorp,2025-03-27T13:17:32.404173500,125
GreenEnergy,2025-03-27T13:17:32.404173500,33
HealthPlus,2025-03-27T13:17:32.405176200,160
TechCorp,2025-03-27T13:17:37.404583600,121
GreenEnergy,2025-03-27T13:17:37.404583600,38
HealthPlus,2025-03-27T13:17:37.405583900,154
TechCorp,2025-03-27T13:17:42.405038800,131
GreenEnergy,2025-03-27T13:17:42.405038800,34
HealthPlus,2025-03-27T13:17:42.406039800,153
TechCorp,2025-03-27T13:17:47.405867,131
GreenEnergy,2025-03-27T13:17:47.406866900,33
HealthPlus,2025-03-27T13:17:47.406866900,159
TechCorp,2025-03-27T13:17:52.405932800,131
GreenEnergy,2025-03-27T13:17:52.405932800,38
HealthPlus,2025-03-27T13:17:52.406933500,157
TechCorp,2025-03-27T13:17:57.406925200,136
GreenEnergy,2025-03-27T13:17:57.406925200,46
HealthPlus,2025-03-27T13:17:57.407925200,149
TechCorp,2025-03-27T13:18:02.407091500,144
GreenEnergy,2025-03-27T13:18:02.407609,49
HealthPlus,2025-03-27T13:18:02.408128100,141
TechCorp,2025-03-27T13:18:07.407963400,151
GreenEnergy,2025-03-27T13:18:07.408963100,55
HealthPlus,2025-03-27T13:18:07.408963100,133
TechCorp,2025-03-27T13:18:12.408049100,150
GreenEnergy,2025-03-27T13:18:12.408049100,48
HealthPlus,2025-03-27T13:18:12.409050400,130
TechCorp,2025-03-27T13:18:17.408205600,146
GreenEnergy,2025-03-27T13:18:17.408205600,46
HealthPlus,2025-03-27T13:18:17.409209500,129
TechCorp,2025-03-27T13:18:22.409128500,150
GreenEnergy,2025-03-27T13:18:22.409128500,55
HealthPlus,2025-03-27T13:18:22.410136600,132
TechCorp,2025-03-27T13:18:27.409379700,145
GreenEnergy,2025-03-27T13:18:27.409379700,56
HealthPlus,2025-03-27T13:18:27.410379,139
TechCorp,2025-03-27T13:18:32.409607100,137
GreenEnergy,2025-03-27T13:18:32.409607100,66
HealthPlus,2025-03-27T13:18:32.409607100,143
TechCorp,2025-03-27T13:18:37.409861100,128
GreenEnergy,2025-03-27T13:18:37.409861100,68
HealthPlus,2025-03-27T13:18:37.410860500,146
TechCorp,2025-03-27T13:18:42.410085300,128
GreenEnergy,2025-03-27T13:18:42.411087,75
HealthPlus,2025-03-27T13:18:42.411087,143
TechCorp,2025-03-27T13:18:47.410351900,134
GreenEnergy,2025-03-27T13:18:47.410351900,65
HealthPlus,2025-03-27T13:18:47.411356600,143
TechCorp,2025-03-27T13:18:52.411340100,124
GreenEnergy,2025-03-27T13:18:52.411340100,68
HealthPlus,2025-03-27T13:18:52.412342600,133
TechCorp,2025-03-27T13:18:57.411724300,115
GreenEnergy,2025-03-27T13:18:57.411724300,72
HealthPlus,2025-03-27T13:18:57.412725500,129
TechCorp,2025-03-27T13:19:02.411740100,123
GreenEnergy,2025-03-27T13:19:02.412759600,64
HealthPlus,2025-03-27T13:19:02.412759600,119
TechCorp,2025-03-27T13:19:04.767481500,123
GreenEnergy,2025-03-27T13:19:04.788484600,64
HealthPlus,2025-03-27T13:19:04.789484400,119
TechCorp,2025-03-27T13:19:04.795484700,124
GreenEnergy,2025-03-27T13:19:04.796484700,57
HealthPlus,2025-03-27T13:19:04.797485700,129
TechCorp,2025-03-27T13:19:09.795975800,133
GreenEnergy,2025-03-27T13:19:09.796551800,66
HealthPlus,2025-03-27T13:19:09.797075600,136
TechCorp,2025-03-27T13:19:14.795881200,130
GreenEnergy,2025-03-27T13:19:14.796417700,59
HealthPlus,2025-03-27T13:19:14.796954100,131
GreenEnergy,2025-03-27T13:19:17.394797900,59
TechCorp,2025-03-27T13:19:19.795284100,121
GreenEnergy,2025-03-27T13:19:19.796290600,49
HealthPlus,2025-03-27T13:19:19.796290600,133
TechCorp,2025-03-27T13:19:24.795725300,126
GreenEnergy,2025-03-27T13:19:24.796237100,58
HealthPlus,2025-03-27T13:19:24.796754300,126
TechCorp,2025-03-27T13:19:29.795584700,134
GreenEnergy,2025-03-27T13:19:29.796611600,57
HealthPlus,2025-03-27T13:19:29.796611600,130
TechCorp,2025-03-27T13:36:52.939521600,134
GreenEnergy,2025-03-27T13:36:52.956524400,57
HealthPlus,2025-03-27T13:36:52.957523600,130
TechCorp,2025-03-27T13:36:52.962523100,142
GreenEnergy,2025-03-27T13:36:52.963524100,65
HealthPlus,2025-03-27T13:36:52.964524300,130
TechCorp,2025-03-27T13:36:57.963719600,147
GreenEnergy,2025-03-27T13:36:57.964721500,68
HealthPlus,2025-03-27T13:36:57.964721500,139
TechCorp,2025-03-27T13:37:02.964295600,146
GreenEnergy,2025-03-27T13:37:02.964818100,76
HealthPlus,2025-03-27T13:37:02.965338700,129
TechCorp,2025-03-27T13:37:07.965152300,145
GreenEnergy,2025-03-27T13:37:07.965152300,86
HealthPlus,2025-03-27T13:37:07.966155900,136
TechCorp,2025-03-27T13:37:12.965201300,138
GreenEnergy,2025-03-27T13:37:12.965201300,81
HealthPlus,2025-03-27T13:37:12.966201600,128
TechCorp,2025-03-27T13:37:17.965983900,128
GreenEnergy,2025-03-27T13:37:17.965983900,73
HealthPlus,2025-03-27T13:37:17.966988100,122
TechCorp,2025-03-27T13:37:22.966305300,120
GreenEnergy,2025-03-27T13:37:22.966305300,79
HealthPlus,2025-03-27T13:37:22.967305100,132
TechCorp,2025-03-27T13:37:27.966586400,128
GreenEnergy,2025-03-27T13:37:27.966586400,79
HealthPlus,2025-03-27T13:37:27.967587500,136
TechCorp,2025-03-27T13:37:32.967434200,136
GreenEnergy,2025-03-27T13:37:32.967434200,87
HealthPlus,2025-03-27T13:37:32.968434400,136
HealthPlus,2025-03-27T13:37:37.283968400,165
TechCorp,2025-03-27T13:37:37.968389100,126
GreenEnergy,2025-03-27T13:37:37.968389100,84
HealthPlus,2025-03-27T13:37:37.969392500,136
TechCorp,2025-03-27T13:37:42.968951800,135
GreenEnergy,2025-03-27T13:37:42.968951800,87
HealthPlus,2025-03-27T13:37:42.969954400,128
TechCorp,2025-03-27T13:37:47.969224700,134
GreenEnergy,2025-03-27T13:37:47.970227800,92
HealthPlus,2025-03-27T13:37:47.970227800,127
TechCorp,2025-03-27T13:37:52.969216600,124
GreenEnergy,2025-03-27T13:37:52.969216600,89
HealthPlus,2025-03-27T13:37:52.970217900,127
TechCorp,2025-03-27T13:38:47.072661300,124
GreenEnergy,2025-03-27T13:38:47.088662500,89
HealthPlus,2025-03-27T13:38:47.089660100,127
